num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
176,112,72,715,11000,70224196,Fool's Gold ,59352,13827,138,70000000,1000,5.6,0
230,153,0,130,11000,51814190,Funny People ,100837,11852,301,75000000,561,6.4,0
234,110,532,461,3000,47456450,The Kingdom ,101386,5187,289,70000000,638,7.1,0
164,122,285,989,8000,148213377,Talladega Nights: The Ballad of Ricky Bobby ,130776,12410,437,73000000,1000,6.6,0
91,87,41,574,1000,112950721,Dr. Dolittle 2 ,33884,3287,79,72000000,692,4.6,266
132,178,0,403,906,75600000,Braveheart ,736638,1976,1065,72000000,466,8.4,17000
262,125,0,210,15000,62647540,Jarhead ,143525,15850,657,70000000,383,7.1,0
299,87,30,433,745,183132370,The Simpsons Movie ,259083,3086,763,75000000,440,7.4,0
128,152,0,745,940,27796042,The Majestic ,45031,4310,376,72000000,826,6.9,0
109,116,212,462,13000,32616869,Driven ,34435,14780,346,72000000,658,4.5,886
88,109,218,8,21,18947630,Two Brothers ,11798,55,124,59660000,17,7.1,2000
261,108,0,882,3000,114195633,The Village ,193770,7273,2003,60000000,2000,6.5,0
73,85,84,595,1000,144156464,Doctor Dolittle ,74343,4166,98,71500000,1000,5.3,694
208,106,0,242,710,227965690,Signs ,271592,1675,2335,72000000,529,6.7,0
205,93,80,48,692,436471036,Shrek 2 ,314630,1148,483,150000000,309,7.2,0
256,117,487,769,1000,244052771,Cars ,263853,4905,584,120000000,843,7.2,0
103,116,0,995,8000,152149590,Runaway Bride ,74274,12790,255,70000000,3000,5.5,0
191,132,357,212,14000,141204016,xXx ,142569,14790,737,70000000,223,5.8,10000
147,92,5,726,870,162495848,The SpongeBob Movie: Sponge Out of Water ,34359,5217,133,74000000,861,6,16000
79,139,2000,808,960,136448821,Ransom ,98989,3667,158,80000000,848,6.6,1000
486,153,16000,11000,13000,120523073,Inglourious Basterds ,885175,36741,1527,75000000,11000,8.3,42000
75,142,14000,5000,49000,119654900,Hook ,182802,64259,363,70000000,8000,6.7,13000
245,101,420,467,12000,72660029,Hercules ,115687,16235,269,100000000,3000,6,21000
142,124,212,576,13000,117541000,Die Hard 2 ,269858,16595,316,70000000,982,7.1,0
144,117,69,1000,10000,116643346,S.W.A.T. ,119807,14486,340,80000000,1000,6,0
39,45,,160,898,,Sleepy Hollow             ,49049,1430,110,,372,7.5,14000
153,141,488,509,10000,100614858,Vanilla Sky ,206776,11458,1248,68000000,834,6.9,0
284,110,0,559,3000,42272747,Lady in the Water ,78635,5609,1040,70000000,579,5.6,0
247,109,545,727,886,80281096,AVP: Alien vs. Predator ,143628,3222,1283,60000000,766,5.6,0
107,88,84,1000,1000,219613391,Alvin and the Chipmunks: The Squeakquel ,31649,5227,98,75000000,1000,4.5,2000
141,124,130,841,4000,78120196,We Were Soldiers ,103241,6181,742,75000000,973,7.1,5000
358,119,845,992,18000,98895417,Olympus Has Fallen ,203154,31782,698,70000000,11000,6.5,45000
160,103,906,748,1000,70117571,Star Trek: Insurrection ,56741,6207,515,58000000,906,6.4,1000
355,116,473,464,833,83552429,Battle Los Angeles ,154955,4001,800,70000000,697,5.8,25000
235,125,13000,883,12000,66257002,Big Fish ,350698,16138,816,70000000,1000,8,26000
59,125,0,184,443,65012000,Wolf ,43559,1439,137,70000000,277,6.2,0
388,146,14000,979,25000,79883359,War Horse ,116159,46726,488,66000000,19000,7.2,28000
371,118,0,559,13000,78031620,The Monuments Men ,102248,27674,403,70000000,13000,6.1,34000
82,171,0,638,2000,54222000,The Abyss ,131217,4074,380,69500000,650,7.6,0
297,136,0,17,903,52474616,Wall Street: Money Never Sleeps ,84118,1579,245,70000000,592,6.3,13000
261,92,28,423,3000,55942830,Dracula Untold ,138582,5178,423,70000000,692,6.3,37000
120,116,380,774,18000,40932372,The Siege ,58023,32563,281,70000000,13000,6.3,0
228,127,905,271,15000,38345403,Stardust ,212085,16034,492,70000000,588,7.7,15000
76,136,218,400,11000,37901509,Seven Years in Tibet ,96385,12226,119,70000000,691,7,0
185,111,2000,244,17000,48430355,The Dilemma ,43709,18510,141,70000000,1000,5.3,0
128,116,541,384,12000,30157016,Bad Company ,39659,12993,189,70000000,405,5.6,792
237,113,43,452,12000,28031250,Doom ,88146,13517,814,60000000,585,5.2,0
105,97,84,150,989,33105600,I Spy ,41663,1576,141,70000000,229,5.4,531
242,88,24,324,5000,62321039,Underworld: Awakening ,117096,5861,271,70000000,327,6.4,24000
360,136,163,66,394,38509342,Rock of Ages ,61995,712,356,75000000,217,5.9,33000
112,125,40,407,13000,19076815,Hart's War ,43651,15916,196,60000000,787,6.3,997
189,116,5,748,26000,25093607,Killer Elite ,105556,49608,157,35000000,22000,6.5,17000
151,98,323,390,1000,18990542,Rollerball ,22264,2763,289,70000000,841,3,584
92,91,8,298,349,14294842,Ballistic: Ecks vs. Sever ,16761,1846,277,70000000,324,3.6,391
79,97,13,695,11000,19819494,Hard Rain ,26893,13628,126,70000000,893,5.8,815
81,95,101,443,2000,13596911,Osmosis Jones ,25572,3734,123,70000000,509,6.2,2000
51,88,6,854,2000,8460990,Legends of Oz: Dorothy's Return ,5116,6946,54,70000000,1000,5.6,5000
261,133,0,301,26000,7097125,Blackhat ,38983,28129,207,70000000,326,5.4,11000
197,106,14,582,11000,37760080,Sky Captain and the World of Tomorrow ,72868,12871,618,70000000,1000,6.1,0
159,116,105,246,844,5851188,Basic Instinct 2 ,31124,1899,313,70000000,729,4.2,764
286,115,101,585,13000,25121291,Escape Plan ,177653,15708,279,50000000,1000,6.7,34000
156,99,212,182,576,18821279,The Legend of Hercules ,44891,1520,202,70000000,358,4.2,12000
176,124,31,497,11000,118471320,The Sum of All Fears ,86504,12556,568,68000000,655,6.4,0
293,124,171,10000,21000,300523113,The Twilight Saga: Eclipse ,184637,52547,498,68000000,17000,4.9,29000
141,124,0,580,22000,71069884,The Score ,101899,32871,445,68000000,10000,6.8,0
304,87,275,975,7000,251501645,Despicable Me ,385943,11608,296,69000000,2000,7.7,31000
40,105,29,97,584,35324232,Money Train ,32224,1132,62,68000000,220,5.6,617
280,125,3000,3000,14000,81257500,Ted 2 ,117739,30010,229,68000000,11000,6.4,30000
180,141,448,334,614,617840,Agora ,52496,1829,172,70000000,451,7.2,29000
125,121,18,776,1000,29655590,Mystery Men ,53970,3986,435,65000000,855,6,0
237,111,101,681,966,45045037,Hall Pass ,103230,3393,143,36000000,919,5.9,10000
209,157,0,680,14000,28965197,The Insider ,133526,18216,521,68000000,826,7.9,0
178,117,44,531,788,27550735,The Finest Hours ,27481,3524,113,,562,6.8,12000
238,128,0,135,29000,39380442,Body of Lies ,174248,29824,263,70000000,149,7.1,0
190,114,116,982,7000,72980108,Dinner for Schmucks ,80338,10419,264,,1000,5.9,0
393,105,335,911,3000,37516013,Abraham Lincoln: Vampire Hunter ,128629,8281,348,69000000,3000,5.9,98000
138,113,36,232,537,87704396,Entrapment ,88132,1302,274,66000000,427,6.2,0
4,30,,359,995,,Last Man Standing             ,15114,2465,87,,363,7.4,0
142,121,38,745,940,83892374,The X Files ,85720,4230,297,66000000,826,7,0
90,102,4,112,14000,5932060,The Last Legion ,29285,14625,174,35000000,394,5.4,0
219,169,14000,13000,15000,216119491,Saving Private Ryan ,881236,44998,2277,70000000,14000,8.6,22000
327,132,76,464,3000,43568507,Need for Speed ,136954,7081,346,66000000,3000,6.5,32000
149,127,278,912,2000,182805123,What Women Want ,158864,5838,395,70000000,955,6.4,0
193,103,77,835,1000,176387405,Ice Age ,328159,5437,467,59000000,939,7.6,3000
175,136,759,354,11000,33685268,Dreamcatcher ,75573,12194,662,68000000,599,5.5,4000
538,150,14000,655,23000,182204440,Lincoln ,197412,25517,720,65000000,826,7.4,71000
313,136,0,99,18000,171383253,The Matrix ,1217752,18563,3646,63000000,145,8.7,25000
159,140,2000,552,15000,172071312,Apollo 13 ,208817,17171,296,62000000,968,7.6,5000
196,113,719,217,605,119412921,Total Recall ,240241,1441,391,65000000,308,7.5,0
80,104,54,775,901,139225854,The Santa Clause 2 ,34561,5265,116,60000000,857,5.5,1000
488,158,0,11000,20000,148775460,Les Misérables ,243834,46204,845,61000000,13000,7.6,144000
153,119,0,744,15000,115731542,You've Got Mail ,151812,17768,556,65000000,793,6.5,0
173,106,285,105,8000,100468793,Step Brothers ,212499,11264,277,65000000,3000,6.9,0
156,136,258,94,12000,93771072,The Mask of Zorro ,135404,12396,318,65000000,174,6.7,0
307,95,480,490,21000,100448498,Due Date ,272789,23018,285,65000000,561,6.6,25000
322,137,11000,465,769,115603980,Unbroken ,103589,2938,351,65000000,698,7.2,35000
169,130,16000,416,16000,90454043,Space Cowboys ,60165,17771,326,65000000,495,6.4,0
74,124,212,369,13000,84049211,Cliffhanger ,96096,15229,172,70000000,730,6.4,0
72,108,610,461,848,70450000,Broken Arrow ,77390,2913,189,50000000,517,6,0
86,104,226,577,13000,69688384,The Kid ,34473,16452,139,60000000,718,6.1,0
242,129,0,625,12000,70236496,World Trade Center ,67395,14421,564,63000000,1000,6,0
141,117,179,403,8000,63695760,Mona Lisa Smile ,61490,12850,264,65000000,4000,6.4,0
313,99,119,174,600,59617068,The Dictator ,213863,1375,310,65000000,346,6.4,59000
280,159,0,521,10000,55637680,Eyes Wide Shut ,227071,11424,1500,65000000,580,7.3,10000
176,118,87,929,2000,85911262,Annie ,24735,4796,213,65000000,1000,5.2,16000
279,105,43,523,10000,53846915,Focus ,149337,11943,221,50100000,806,6.6,23000
241,103,368,520,27000,54758461,This Means War ,147641,29808,238,65000000,1000,6.3,18000
185,122,687,957,16000,52397389,Blade: Trinity ,132954,19764,514,65000000,1000,5.9,0
97,114,468,919,1000,,Red Dawn ,41776,3860,383,16900000,1000,6.4,0
117,143,0,210,509,38966057,Primary Colors ,23940,1409,157,65000000,317,6.7,688
239,96,545,974,14000,42345531,Resident Evil: Retribution ,104831,17913,423,65000000,1000,5.4,32000
230,111,545,805,26000,36064910,Death Race ,166610,28643,211,45000000,872,6.4,0
94,121,212,263,394,33328051,The Long Kiss Goodnight ,60508,1531,285,65000000,380,6.7,4000
134,135,138,184,324,32598931,Proof of Life ,49300,1013,265,65000000,192,6.2,892
136,101,4000,539,17000,28045540,Zathura: A Space Adventure ,67707,32232,202,65000000,14000,6.1,0
315,151,21000,637,11000,37023395,Fight Club ,1347461,13209,2968,63000000,783,8.8,48000
96,131,368,383,11000,43532294,We Are Marshall ,46951,12088,175,65000000,529,7.1,0
14,60,,575,1000,,The Missing             ,8739,3537,28,,773,8.1,0
60,100,36,554,13000,17218080,Hudson Hawk ,43376,15944,249,70000000,773,5.7,0
60,105,0,506,975,10014234,Lucky Numbers ,8560,3580,69,65000000,909,5,177
308,92,72,568,623,19059018,"I, Frankenstein ",65709,3165,194,65000000,593,5.1,15000
127,130,2000,25,268,1987287,Oliver Twist ,25474,450,138,50000000,85,6.9,0
196,100,38,1000,3000,24407944,Elektra ,71202,7048,380,43000000,1000,4.8,0
339,102,436,6000,23000,13750556,Sin City: A Dame to Kill For ,111102,49433,239,65000000,13000,6.5,32000
96,133,521,970,11000,31054924,Random Hearts ,17025,16710,290,64000000,1000,5.1,295
361,121,175,221,963,43247140,Everest ,134625,2131,265,55000000,580,7.1,40000
226,147,670,16,177,2208939,Perfume: The Story of a Murderer ,190490,253,482,50000000,27,7.5,26000
194,94,116,481,645,213079163,Austin Powers in Goldmember ,162909,2725,795,63000000,522,6.2,0
138,94,42,668,12000,19548064,Astro Boy ,25681,23365,77,65000000,9000,6.3,0
308,127,14000,191,967,356784000,Jurassic Park ,613473,2129,895,63000000,610,8.1,19000
40,212,759,812,2000,25052000,Wyatt Earp ,35314,5708,145,63000000,925,6.6,0
42,141,176,672,11000,122012710,Clear and Present Danger ,69663,14178,133,62000000,913,6.9,0
68,103,10,7,21,72413,Dragon Blade ,11584,58,86,65000000,18,6.1,0
78,98,322,723,979,58255287,Littleman ,39471,6334,187,64000000,862,4.3,0
178,116,84,563,11000,77086030,U-571 ,65297,14931,602,62000000,919,6.6,0
75,114,0,452,524,65000000,The American President ,43027,2668,214,62000000,517,6.8,0
150,87,12,645,3000,32178777,The Love Guru ,43300,6658,250,62000000,966,3.8,0
113,125,11,867,11000,15738632,3000 Miles to Graceland ,38076,14536,399,42000000,904,5.9,0
596,187,16000,1000,46000,54116191,The Hateful Eight ,272839,49912,1018,44000000,1000,7.9,114000
191,93,8,970,8000,118153533,Blades of Glory ,129995,13232,246,61000000,1000,6.3,0
156,95,25,439,989,108012170,Hop ,24089,2558,82,63000000,664,5.5,0
460,117,0,447,18000,210592590,300,607235,32360,2073,65000000,13000,7.7,13000
141,106,116,708,22000,279167575,Meet the Fockers ,211296,24938,428,80000000,713,6.3,0
180,115,64,664,2000,143151473,Marley & Me ,116681,4811,320,60000000,899,7.1,11000
186,189,0,693,15000,136801374,The Green Mile ,782610,17716,1377,60000000,745,8.5,30000
177,100,12,311,419,168213584,Wild Hogs ,99989,1412,255,,330,5.9,0
161,81,10,397,925,135381507,Chicken Little ,63912,2252,251,150000000,729,5.8,912
568,149,21000,625,835,167735396,Gone Girl ,569841,4348,1127,61000000,812,8.1,146000
249,119,218,73,13000,121468960,The Bourne Identity ,407601,13249,849,60000000,147,7.9,0
137,130,258,345,394,106635996,GoldenEye ,199025,1784,416,58000000,387,7.2,0
113,116,165,475,577,102678089,The General's Daughter ,42705,2321,274,95000000,501,6.3,885
213,103,608,576,2000,125603360,The Truman Show ,667983,3698,877,60000000,617,8.1,18000
120,99,59,145,770,101217900,The Prince of Egypt ,91093,1195,353,70000000,263,7,0
81,92,41,522,1000,104148781,Daddy Day Care ,49486,4050,116,60000000,955,5.5,886
265,109,175,459,18000,75573300,2 Guns ,156898,20148,172,61000000,497,6.7,22000
105,87,6,405,3000,93375151,Cats & Dogs ,46031,4171,235,60000000,664,5.2,0
155,111,473,82,26000,106126012,The Italian Job ,285623,35084,497,60000000,9000,7,0
118,101,30,268,1000,93307796,Two Weeks Notice ,85673,2636,269,60000000,976,6.1,0
131,83,35,754,13000,90646554,Antz ,124641,25788,289,105000000,11000,6.6,0
166,113,0,721,4000,109176215,Couples Retreat ,83506,8172,144,60000000,722,5.5,0
60,107,12000,695,10000,82670733,Days of Thunder ,60476,14006,97,60000000,3000,5.9,0
77,94,163,2000,12000,82569532,Cheaper by the Dozen 2 ,42737,20348,128,60000000,3000,5.4,781
249,132,47,240,988,81687587,The Scorch Trials ,138246,2517,360,61000000,960,6.4,24000
213,140,708,745,11000,80574010,Eat Pray Love ,63493,20440,302,60000000,8000,5.7,26000
121,125,420,627,12000,75764085,The Family Man ,85844,16646,322,60000000,3000,6.7,0
315,111,124,357,13000,90356857,RED ,238916,24928,328,58000000,11000,7.1,32000
171,156,0,1000,14000,75530832,Any Given Sunday ,97047,20761,452,55000000,2000,6.8,0
96,170,0,380,19000,75370763,The Horse Whisperer ,32353,20683,263,60000000,1000,6.5,0
299,120,0,680,10000,100003492,Collateral ,293662,13581,836,65000000,851,7.6,0
167,100,55,416,12000,90341670,The Scorpion King ,102129,14611,432,60000000,1000,5.5,0
125,115,13,579,2000,74540762,Ladder 49 ,48753,4496,323,55000000,1000,6.5,0
387,130,188,1000,10000,80033643,Jack Reacher ,226570,16385,448,60000000,3000,7,38000
199,105,212,811,1000,73648142,Deep Blue Sea ,99043,3697,643,60000000,975,5.8,0
136,111,197,6,433,71844424,This Is It ,33158,679,223,60000000,208,7.3,0
436,106,0,175,13000,75638743,Contagion ,180479,13634,411,60000000,240,6.6,42000
73,89,18,226,658,66734992,Kangaroo Jack ,23476,1233,181,60000000,257,4.4,858
310,100,253,57,309,75280058,Coraline ,143121,647,279,60000000,229,7.7,10000
323,91,0,751,11000,64505912,The Happening ,163130,13654,1264,48000000,946,5,6000
171,146,12000,451,18000,77862546,Man on Fire ,266310,20454,690,70000000,992,7.7,14000
76,98,48,722,21000,61112916,The Shaggy Dog ,14888,24664,83,50000000,936,4.4,747
173,101,480,767,881,88200225,Starsky & Hutch ,120795,3943,308,60000000,869,6.1,0
81,94,32,626,854,60573641,Jingle All the Way ,68406,4530,162,60000000,628,5.4,0
242,132,0,160,366,59035104,Hellboy ,244566,1112,597,66000000,334,6.8,0
110,115,234,521,3000,56702901,A Civil Action ,23302,4713,181,60000000,552,6.5,1000
328,92,28,586,10000,55994557,ParaNorman ,72287,13597,176,60000000,884,7,12000
83,124,105,460,24000,54910560,The Jackal ,88225,38227,227,60000000,13000,6.3,0
196,119,610,716,834,53789313,Paycheck ,89816,3637,347,60000000,780,6.3,0
34,124,50,672,1000,51045801,Up Close & Personal ,11370,3653,54,60000000,944,6.1,829
118,93,18,903,9000,50818750,The Tale of Despereaux ,31209,13403,106,60000000,2000,6.1,0
8,22,,402,732,,Rules of Engagement             ,26404,2064,41,,607,7.3,0
81,98,11,107,966,50189179,The Tuxedo ,61966,2018,207,60000000,680,5.3,797
47,92,14,488,789,50024083,Under Siege 2: Dark Territory ,35918,2318,126,60000000,520,5.4,1000
313,105,0,288,539,50549107,Jack Ryan: Shadow Recruit ,99035,1411,289,60000000,394,6.2,17000
315,124,737,14000,34000,56443482,Joy ,75329,75793,256,60000000,22000,6.6,24000
225,99,24,864,18000,62401264,London Has Fallen ,69484,20276,323,60000000,992,5.9,28000
223,116,0,672,1000,47748610,Alien: Resurrection ,170179,3090,656,75000000,720,6.3,0
198,124,845,295,650,46975183,Shooter ,256213,1640,338,61000000,467,7.2,0
219,96,7,642,874,50807639,The Boxtrolls ,40883,3151,122,60000000,668,6.8,11000
92,104,165,944,1000,46611204,Practical Magic ,55749,4294,257,48000000,967,6.1,0
435,100,97,2000,11000,257756197,The Lego Movie ,246698,22128,471,60000000,8000,7.8,64000
111,115,11,642,1000,48472213,Miss Congeniality 2: Armed and Fabulous ,51252,4305,156,45000000,759,5,621
138,101,38,11000,23000,43060566,Reign of Fire ,107859,53024,569,60000000,18000,6.2,0
415,113,181,300,33000,45996718,Gangster Squad ,173530,34738,264,60000000,301,6.7,40000
170,100,11000,485,10000,43337279,Year One ,76770,12258,203,60000000,1000,4.9,0
306,134,16000,204,13000,37479778,Invictus ,124222,24458,259,60000000,11000,7.4,23000
252,127,162,379,18000,36965395,State of Play ,113295,19776,235,,748,7.1,0
211,125,209,896,8000,40559930,Duplicity ,41727,10623,184,60000000,1000,6.2,0
49,94,80,230,1000,36830057,My Favorite Martian ,10883,2151,73,65000000,417,4.9,448
161,107,69,206,310,36279230,The Sentinel ,42144,1352,213,60000000,219,6.1,690
156,91,2,480,12000,42194060,Planet 51 ,41259,22668,72,70000000,10000,6.1,0
172,116,53,906,27000,43119879,Star Trek: Nemesis ,58450,31224,842,60000000,1000,6.4,0
161,100,0,210,436,35096190,Intolerable Cruelty ,76560,1395,322,60000000,399,6.3,0
239,111,39,461,16000,35754555,Trouble with the Curve ,47954,17871,150,,897,6.8,11000
258,117,258,896,2000,43290977,Edge of Darkness ,75201,7053,256,80000000,1000,6.6,0
95,110,0,308,510,33927476,The Relic ,19176,1976,165,40000000,344,5.7,956
105,96,11000,236,22000,32122249,Analyze That ,69319,22889,138,60000000,394,5.9,846
198,101,50,1000,22000,40076438,Righteous Kill ,73368,38809,248,60000000,14000,6,0
79,111,17,652,13000,32940507,Mercury Rising ,54314,16536,127,60000000,968,6.1,0
210,117,456,569,21000,31670931,The Soloist ,44099,23745,143,60000000,939,6.7,0
125,126,0,9000,13000,30695227,The Legend of Bagger Vance ,45296,34774,267,60000000,10000,6.7,0
149,152,488,947,22000,32522352,Almost Famous ,207287,36897,822,60000000,11000,7.9,15000
77,86,25,265,13000,28424210,Garfield 2 ,27517,14918,74,,1000,5,470
77,101,93,218,287,26082914,xXx: State of the Union ,51349,993,213,87000000,233,4.3,0
225,87,124,77,865,29136626,Priest ,97089,1417,233,60000000,441,5.7,20000
98,85,0,82,11000,26288320,Sinbad: Legend of the Seven Seas ,36144,11301,91,60000000,102,6.7,880
172,130,545,552,722,26616590,Event Horizon ,120416,2525,857,60000000,585,6.7,10000
703,173,0,19000,26000,623279547,The Avengers ,995415,87697,1722,220000000,21000,8.1,123000
117,104,293,256,780,30063805,Dragonfly ,31788,2109,243,60000000,265,6.1,0
240,121,0,854,19000,22518325,The Black Dahlia ,63363,22833,644,50000000,972,5.6,0
123,140,23,579,11000,13082288,Flyboys ,35565,12634,247,60000000,779,6.6,2000
110,131,37,507,968,18208078,The Last Castle ,57100,3012,281,60000000,848,6.9,0
100,91,394,68,889,14218868,Supernova ,14596,1262,282,65000000,290,4.8,589
189,118,167,778,20000,22451,Winter's Tale ,41288,22447,126,60000000,882,6.2,17000
212,130,91,1000,5000,31165421,The Mortal Instruments: City of Bones ,107028,10247,457,60000000,2000,6,44000
127,90,48,196,973,11802056,Meet Dave ,31640,1865,109,60000000,400,4.9,791
196,103,179,87,794,25472967,Dark Water ,44966,1467,411,30000000,329,5.6,0
115,122,2000,1000,11000,22362500,Edtv ,35599,15275,195,55000000,1000,6.1,641
161,106,34,466,3000,17281832,Inkheart ,60232,5329,110,60000000,1000,6.1,0
223,103,436,437,19000,19781879,The Spirit ,53864,20881,290,60000000,961,4.8,2000
181,107,192,280,40000,7605668,Mortdecai ,47320,42683,188,60000000,2000,5.5,12000
140,156,892,102,26000,4535117,In the Name of the King: A Dungeon Siege Tale ,38398,26564,368,60000000,368,3.8,0
54,127,258,617,11000,4426297,Beyond Borders ,22570,12947,156,35000000,708,6.5,0
14,119,3,22,879,,Xi you ji zhi: Sun Wukong san da Baigu Jing ,1212,1026,9,68005000,107,6,426
81,132,131,242,11000,10166502,The Great Raid ,18209,12133,183,80000000,298,6.7,0
579,108,84,361,16000,363024263,Deadpool ,479047,18239,1058,58000000,805,8.1,117000
56,114,65,440,743,12065985,Holy Man ,16260,2367,88,60000000,730,4.9,296
490,133,16000,318,14000,350123553,American Sniper ,325264,16277,916,58800000,962,7.3,112000
218,103,11,543,2000,80021740,Goosebumps ,47968,5497,154,58000000,1000,6.4,35000
20,22,,271,870,,"Sabrina, the Teenage Witch             ",24420,2433,94,3000000,558,6.6,990
142,95,70,512,970,48291624,Just Like Heaven ,82819,2876,263,58000000,834,6.7,0
57,90,32,809,1000,35231365,The Flintstones in Viva Rock Vegas ,15517,6299,85,60000000,891,3.6,500
84,87,10,349,13000,53715611,Rambo III ,92106,14574,171,63000000,1000,5.7,2000
186,114,0,110,142,31199215,Leatherheads ,27664,589,120,58000000,117,6,472
53,119,153,11000,12000,,The Ridiculous 6 ,27019,36167,143,,11000,4.9,0
133,103,30,727,963,29580087,Did You Hear About the Morgans? ,29523,3150,121,58000000,935,4.7,0
246,125,189,839,1000,44665963,The Internship ,159931,5081,281,58000000,847,6.3,22000
253,97,545,529,14000,60128566,Resident Evil: Afterlife ,131447,16098,410,60000000,1000,5.9,19000
144,125,143,519,1000,49875589,Red Tails ,28807,4416,273,58000000,664,5.9,0
46,30,,479,962,,Sex and the City             ,80025,2558,238,,722,7,0
117,136,138,9000,18000,60984028,The Devil's Advocate ,259519,45271,431,57000000,14000,7.5,11000
157,116,51,622,11000,36931089,That's My Boy ,70681,16484,198,70000000,3000,5.6,12000
60,103,357,40,2000,51317350,DragonHeart ,78343,2710,139,57000000,663,6.4,0
117,97,420,455,4000,28328132,After the Sunset ,38298,9814,147,58000000,3000,6.3,782
287,96,83,1000,12000,51774002,Ghost Rider: Spirit of Vengeance ,87745,16121,331,57000000,1000,4.3,18000
96,131,108,58,23000,25528495,Captain Corelli's Mandolin ,28099,23325,220,57000000,243,5.9,0
26,22,,676,883,,Anger Management             ,26992,4115,54,,701,6.7,0
125,95,163,650,14000,113006880,The Pacifier ,66308,16884,225,56000000,799,5.5,0
117,86,10,348,12000,45860039,Walking Tall ,53118,14146,221,56000000,795,6.2,0
149,142,0,194,15000,329691196,Forrest Gump ,1251222,15700,1398,55000000,294,8.8,59000
131,92,25,639,1000,217326336,Alvin and the Chipmunks ,57276,2847,146,60000000,718,5.2,0
150,108,116,708,22000,166225040,Meet the Parents ,260442,24286,507,55000000,713,7,0
92,84,12,752,23000,141600000,Pocahontas ,119675,26754,216,55000000,2000,6.6,0
169,188,503,467,10000,134218018,Superman ,126357,12940,497,55000000,593,7.3,0
57,95,293,744,851,128769345,The Nutty Professor ,86556,3155,99,54000000,773,5.6,960
171,118,72,681,10000,177575142,Hitch ,244840,13426,372,70000000,975,6.6,0
53,92,39,458,3000,105263257,George of the Jungle ,56168,4518,103,55000000,562,5.4,5000
153,74,58,729,3000,104354205,American Wedding ,162331,5713,332,55000000,864,6.3,0
491,134,521,186,15000,107100855,Captain Phillips ,323353,16281,527,55000000,535,7.9,65000
247,101,189,7000,15000,98711404,Date Night ,127571,39822,207,55000000,11000,6.3,0
26,100,52,394,795,100328194,Casper ,85903,2638,92,50000000,419,6,0
292,132,845,683,18000,101530738,The Equalizer ,229574,37605,436,55000000,17000,7.2,56000
114,105,61,708,5000,93815117,Maid in Manhattan ,68417,7184,242,55000000,827,5.1,0
82,123,12000,665,18000,91400000,Crimson Tide ,81026,30132,194,53000000,10000,7.3,0
201,117,125,168,10000,162586036,The Pursuit of Happyness ,338383,11036,611,55000000,617,8,32000
231,98,124,354,931,89706988,Flightplan ,126746,2287,600,55000000,507,6.2,0
55,128,272,383,2000,83000000,Disclosure ,36587,3888,95,55000000,812,6,0
110,114,52,539,12000,78745923,City of Angels ,94407,13905,322,55000000,702,6.7,0
354,111,16000,640,926,70098138,Kill Bill: Vol. 1 ,735784,3983,2105,30000000,890,8.1,13000
140,85,0,490,21000,66365290,Bowfinger ,56874,22458,358,55000000,860,6.4,0
77,44,,72,847,,Stargate SG-1             ,63982,1359,181,1400000,440,8.4,0
304,137,16000,348,890,66207920,Kill Bill: Vol. 2 ,512749,1959,935,30000000,387,8,0
45,97,96,403,13000,63408614,Tango & Cash ,75365,14432,149,55000000,549,6.3,0
49,104,0,812,13000,58422650,Death Becomes Her ,78974,25599,173,55000000,11000,6.4,8000
146,110,9,95,485,56932305,Shanghai Noon ,96690,939,293,55000000,110,6.6,0
60,133,53,263,1000,68750000,Executive Decision ,40858,2916,144,55000000,780,6.4,0
189,94,70,497,1000,68218041,Mr. Popper's Penguins ,67191,2820,108,55000000,549,6,14000
206,104,50,947,5000,25040293,The Forbidden Kingdom ,88049,7247,279,55000000,962,6.6,0
118,91,39,562,1000,55747724,Free Birds ,18042,3104,73,55000000,591,5.9,0
210,145,21000,243,534,55473600,Alien 3 ,207686,1543,776,50000000,273,6.4,0
76,135,317,34,57,49994804,Evita ,29205,164,194,55000000,40,6.3,0
149,122,287,135,22000,41609593,Ronin ,145422,24270,572,55000000,2000,7.3,0
62,110,81,163,1000,38553833,The Ghost and the Darkness ,46239,1752,155,55000000,416,6.8,0
224,95,17,594,838,76137505,Paddington ,49207,3697,174,55000000,722,7.2,30000
265,102,82,537,622,34350553,The Watch ,104066,2488,207,68000000,591,5.7,15000
135,94,607,215,933,34238611,The Hunted ,35830,2248,321,55000000,518,6,0
100,126,226,241,12000,34098563,Instinct ,27191,13406,232,55000000,509,6.5,0
123,118,101,327,13000,33828318,Stuck on You ,44453,14036,154,55000000,390,5.8,0
164,99,3,490,8000,33472850,Semi-Pro ,67005,10026,119,55000000,509,5.8,0
238,88,91,591,4000,31051126,The Pirates! Band of Misfits ,36877,6254,101,55000000,796,6.7,0
264,141,16000,539,11000,35707327,Changeling ,199056,12840,387,55000000,963,7.8,14000
47,107,99,581,18000,20550712,Chain Reaction ,40346,31014,95,50000000,11000,5.6,1000
50,116,12000,552,22000,18573791,The Fan ,38533,24618,89,55000000,617,5.8,0
